course_code,course_name,credits,level,active,notes,elective_pool_tag,description
REAL 4330,Advanced Real Estate Analysis,3,4000,True,,biz_elective,
REAL 4931,Topics in Real Estate,3,4000,True,,biz_elective,
REAL 4986,Real Estate Internship - Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
REAL 4989,Real Estate Internship Work and Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
SPAN 4320,Latin American and Latinx Contemporary Issues,3,4000,True,,,
SPAN 4450,Afro-Hispanic and Afro-Latinx Literatures and Cultures,3,4000,True,,,
BUAD 1060,Business Applications: Basic Business Analytic Tools,3,1000,True,,biz_elective,
BUAD 1931,Topics In Business Administration,3,1000,True,,biz_elective,
BUAD 1986,Applied Business Learning Experience-Work Period,0,1000,True,S/U grade assessment.,biz_elective,
BUAD 1987,Applied Business Learning Experience-Work Period,0,1000,True,S/U grade assessment.,biz_elective,
BUAD 2100,Accounting and Finance Fundamentals for Non-Business Majors,3,2000,True,,biz_elective,
BUAD 2160,Foundations of Personal Finance: College Years and Beyond,3,2000,True,Marquette Core Curriculum: SSC Individuals & Communities,biz_elective,
BUAD 2986,Applied Business Learning Experience-Grading Period,0,2000,True,S/U grade assessment.,biz_elective,
BUAD 2987,Applied Business Learning Experience-Grading Period,0,2000,True,S/U grade assessment.,biz_elective,
BUAD 2989,Applied Business Learning Experience - Work and Grading Period,0,2000,True,S/U grade assessment.,biz_elective,
BUAD 3089,Business and the Non-Profit Sector,0,3000,True,S/U grade assessment.,biz_elective,
BUAD 3399,Applied Business Communication,3,3000,True,,biz_elective,
BUAD 3986,Internship Work Period,0,3000,True,S/U grade assessment.,biz_elective,
BUAD 3987,Internship Work Period,0,3000,True,S/U grade assessment.,biz_elective,
BUAD 3988,Internship Work Period,0,3000,True,S/U grade assessment.,biz_elective,
BUAD 4010,Business in Film,3,4000,True,Marquette Core Curriculum: Writing Intensive,biz_elective,
BUAD 4931,Topics in Business Administration,3,4000,True,,biz_elective,
BUAD 4986,Business Administration Internship - Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
BUAD 4987,Business Administration Internship - Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
BUAD 4988,Internship-Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
BUAD 4989,Internship - Work and Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
BUAD 4990,Internship - Work and Grading Period for International Students,3,4000,True,,biz_elective,
BUAD 4991,Internship - Work Period for International Students,0,4000,True,S/U grade assessment.,biz_elective,
BUAD 4992,Internship - Grading Period for International Students,3,4000,True,,biz_elective,
BUAD 4995,Independent Study in Business Administration,3,4000,True,,biz_elective,
BULA 4931,Topics in Business Law,3,4000,True,,biz_elective,
BULA 4995,Independent Study in Business Law,3,4000,True,,biz_elective,
ECON 1103H,Honors Principles of Microeconomics,3,1000,True,,biz_elective,
ECON 1104H,Honors Principles of Macroeconomics,3,1000,True,,biz_elective,
ECON 1930,Special Topics in Economics,3,1000,True,,biz_elective,
ECON 3399,The College Fed Challenge,3,3000,True,,biz_elective,
ECON 3986,Internship Work Period,0,3000,True,S/U grade assessment.,biz_elective,
ECON 4005,Sports Economics,3,4000,True,,biz_elective,
ECON 4006,Industrial Organization,3,4000,True,,biz_elective,
ECON 4008,Economics and Law,3,4000,True,,biz_elective,
ECON 4010,Public Finance,3,4000,True,Marquette Core Curriculum: SSC Individuals & Communities,biz_elective,
ECON 4016,Environmental and Natural Resource Economics,3,4000,True,Marquette Core Curriculum: SSC Expanding Our Horizons,biz_elective,
ECON 4020,Economics of Labor Markets,3,4000,True,Marquette Core Curriculum: SSC Individuals & Communities,biz_elective,
ECON 4022,Economics of Healthcare and Health Policy,3,4000,True,Marquette Core Curriculum: SSC Basic Needs & Justice,biz_elective,
ECON 4025,Economics of Regulation and Deregulation,3,4000,True,,biz_elective,
ECON 4030,American Economic History,3,4000,True,,biz_elective,
ECON 4065,Mathematical Economics,3,4000,True,,biz_elective,
ECON 4072,Behavioral Economics,3,4000,True,Marquette Core Curriculum: SSC Expanding Our Horizons,biz_elective,
ECON 4931,Topics in Economics,3,4000,True,,biz_elective,
ECON 4986,Economics Internship - Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
ECON 4989,Economics Internship - Work and Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
ECON 4995,Independent Study in Economics,3,4000,True,,biz_elective,
ENTP 3986,Internship Work Period,0,3000,True,S/U grade assessment.,biz_elective,
ENTP 3990,Entrepreneurship Internship for Minors - Work Period,0,3000,True,S/U grade assessment.; Not available to students enrolled in the College of Business Administration.,biz_elective,
ENTP 4020,Consulting to Urban Entrepreneurs,3,4000,True,,biz_elective,
ENTP 4931,Topics in Entrepreneurship,3,4000,True,,biz_elective,
ENTP 4986,Entrepreneurship Internship - Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
ENTP 4989,Entrepreneurship Internship Work and Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
ENTP 4990,Entrepreneurship Internship for Minors - Grading Period,0,4000,True,S/U grade assessment.; Not available to students enrolled in the College of Business Administration.,biz_elective,
ENTP 4991,Entrepreneurship Internship for Minors - Work and Grading Period,0,4000,True,S/U grade assessment.; Not available to students enrolled in the College of Business Administration.,biz_elective,
ENTP 4995,Independent Study in Entrepreneurship,3,4000,True,,biz_elective,
INBU 2953,Seminar for International Exchange Students,0,2000,True,S/U grade assessment.,biz_elective,
INBU 3986,Internship Work Period,0,3000,True,S/U grade assessment.,biz_elective,
INBU 4141,International Business Strategy,3,4000,True,,biz_elective,
INBU 4995,Independent Study in International Business,3,4000,True,,biz_elective,
MANA 3020,Sport Management,3,3000,True,,biz_elective,
MANA 4100,Ethics in Sport Leadership,3,4000,True,,biz_elective,
MANA 4931,Topics in Organizational Management,3,4000,True,,biz_elective,
MANA 4995,Independent Study in Management,3,4000,True,,biz_elective,
MARK 3986,Internship Work Period,0,3000,True,S/U grade assessment.,biz_elective,
MARK 4986,Marketing Internship - Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
MARK 4989,Marketing Internship Work and Grading Period,0,4000,True,S/U grade assessment.,biz_elective,
MARK 4995,Independent Study in Marketing,3,4000,True,,biz_elective,
REAL 3986,Internship Work Period,0,3000,True,S/U grade assessment.,biz_elective,
REAL 4995,Independent Study in Real Estate,3,4000,True,,biz_elective,
COMM 1700,Communication Statistics and Analysis,3,1000,True,Marquette Core Curriculum: NSM Crossing Boundaries; Marquette Core Curriculum: NSM Individuals & Communities,,
COSC 1010,Introduction to Software Development,4,1000,True,"Marquette Core Curriculum: NSM Cgntn, Lang, Mmry/Intlgnc",,
MATH 1410,Calculus for the Biological Sciences,3,1000,True,Marquette Core Curriculum: NSM Basic Needs & Justice,,
MATH 1700,Modern Elementary Statistics,3,1000,True,"Marquette Core Curriculum: NSM Cgntn, Lang, Mmry/Intlgnc; Marquette Core Curriculum: NSM Crossing Boundaries",,
SPAN 3001,Advanced Communication in Spanish,3,3000,True,Marquette Core Curriculum: Engage Social Systms & Values 2; Marquette Core Curriculum: HUM Basic Needs & Justice,,
SPAN 3005,Advanced Communication in Spanish for Heritage Speakers,3,3000,True,Marquette Core Curriculum: HUM Individuals & Communities; Marquette Core Curriculum: Writing Intensive,,
ADPR 4750,Strategic Communication in a Culturally Diverse Marketplace,3,4000,True,,,
ADVE 3986,Internship in Advertising,3,3000,True,,,
ANTH 3100,Urban Anthropology,3,3000,True,,,
ANTH 3986,Internship in Anthropology,3,3000,True,,,
ANTH 4986,Advanced Internship in Anthropology,3,4000,True,,,
ARBC 3220,Arab and Muslim Women in the United States,3,3000,True,,,
ARBC 3800,Re-envision of Disability,3,3000,True,,,
ARSC 4953,Seminar in Urban Social Issues,3,4000,True,,,
BIOL 4987,Applying the Internship Experience 1,3,4000,True,,,
BISC 3929,Reflective Analysis of Global Dental Brigade,0,3000,True,S/U grade assessment.,,
BISC 4460,Practical Cases in Medicine,3,4000,True,,,
CCOM 4986,Corporate Communication Internship,1,4000,True,Catalog credits range: 1-3.,,
CHNS 3215,Chinese Cuisine and Culture,3,3000,True,,,
CMST 3120,Interpersonal Communication,3,3000,True,,,
CMST 4986,Internship in Communication Studies,3,4000,True,,,
CNEN 3860,Construction Materials and Methods,3,3000,True,,,
COMM 4986,Internship in Communication,3,4000,True,,,
CRLS 2540,"Surveillance, Law and Society",3,2000,True,,,
CRLS 3150,Reentry and Life After Incarceration,3,3000,True,,,
CRLS 3170,Policy and Practice for Children Impacted by Incarceration,3,3000,True,,,
CRLS 3986,Internship and Seminar in Criminology and Law Studies,0,3000,True,S/U grade assessment.,,
CRLS 4986,Advanced Internship and Seminar in Criminology and Law Studies,0,4000,True,S/U grade assessment.,,
DGMD 3986,Internship in Digital Media,3,3000,True,,,
EDUC 4965,Student Teaching: Middle/Secondary,3,4000,True,,,
EDUC 4966,Student Teaching: Elementary/Middle,3,4000,True,,,
EDUC 4969,Student Teaching in K-9 and Special Education K-12,3,4000,True,,,
EDUC 4970,Student Teaching in 4-12 and Special Education K-12,3,4000,True,,,
EDUC 4986,Community-Engaged Internship 1,3,4000,True,,,
EDUC 4987,Community-Engaged Internship 2,3,4000,True,,,
ENGL 2001,Ways of Knowing,3,2000,True,,,
ENGL 3140,Sociolinguistics,3,3000,True,,,
ENGL 3223,The Rhetoric of Black Protest,3,3000,True,,,
ENGL 3224,Feminist Rhetorics,3,3000,True,,,
ENGL 3249,Creativity and Community,3,3000,True,,,
ENGL 3250,"Life-Writing, Creativity and Community",3,3000,True,,,
ENGL 3261,Poetry and Community,3,3000,True,,,
ENGL 3453,Romanticism and Nature,3,3000,True,,,
ENGL 3515,Rhetorics of Irish Storytelling,3,3000,True,,,
ENGL 3780,Water Is Life: Indigenous Art and Activism in Changing Climates,3,3000,True,,,
ENGL 3820,Introduction to Critical Race and Ethnic Studies,3,3000,True,,,
ENGL 4221,"The Rhetoric of Martin Luther King, Jr. and Malcolm X",3,4000,True,,,
ENGL 4230,"Writing Center Theory, Practice and Research",3,4000,True,,,
ENGL 4631,Toni Morrison,3,4000,True,,,
ENGL 4739,Narrative 4: Storytelling for Others,3,4000,True,,,
ENGL 4825,Native American / Indigenous Literatures,3,4000,True,,,
ENGL 4826,Global Indigenous Literatures,3,4000,True,,,
ENGL 4988,Practicum in Literature and Language Arts,0,4000,True,S/U grade assessment.,,
EXPH 4986,Exercise Physiology Practicum 2,3,4000,True,,,
FREN 3000,The Many Cultures and Societies of the French Speaking World,3,3000,True,,,
GEEN 2960,Engineering Social Systems and Values,3,2000,True,,,
GEEN 4850,Global Engineering Practice: Leadership and Culture,3,4000,True,,,
GRMN 3540,Heckling Hitler,3,3000,True,,,
GRMN 3550,German Reunification: The Collision of Two Worlds,3,3000,True,,,
GRMN 3552,German Jewry in the 20th Century,3,3000,True,,,
HESC 3929,Global Brigades Reflective Analysis,3,3000,True,,,
HIST 4120,American Immigration,3,4000,True,,,
HIST 4125,Latinx Civil Rights Movements,3,4000,True,,,
HIST 4135,African-American History,3,4000,True,,,
HIST 4140,American Urban History,3,4000,True,,,
HIST 4155,A History of Native America,3,4000,True,,,
HIST 4747,Comparative Homefronts during the Second World War,3,4000,True,,,
INES 4987,Environmental Studies: Applying the Internship Experience,3,4000,True,,,
INGS 4997,Gender and Sexualities Studies Capstone,3,4000,True,,,
INPS 3250,Contemplation and Action,3,3000,True,,,
INPS 4997,Capstone Seminar in Peace Studies,3,4000,True,,,
JOUR 3986,Internship in Journalism,3,3000,True,,,
JOUR 4986,Internship in Journalism,3,4000,True,,,
LLAC 1010,Working Without Borders,3,1000,True,,,
LLAC 3220,Cultures and Foodways,3,3000,True,,,
LLAC 3250,Linguistic Diversity and Social Justice,3,3000,True,,,
MARQ 3929,Engaging Social Systems and Values Reflective Analysis,0,3000,True,S/U grade assessment.,,
MARQ 3961,International Service Learning - Living Justice: Accompaniment in an Unjust World,0,3000,True,S/U grade assessment.,,
MLSC 4180,Concepts in Clinical Education Methods and Practicum,0,4000,True,S/U grade assessment.,,
NURS 3956H,Honors Nursing Practicum 1,3,3000,True,,,
NURS 3965,Community and Population Health Nursing - Clinical 1,0,3000,True,S/U grade assessment.,,
PHIL 3502,"Narrating Freedom: Gender, Race and Mass Incarceration",3,3000,True,,,
PHIL 3507,Global Justice,3,3000,True,,,
PHTH 4512,Culture and Disability,3,4000,True,,,
POSC 4986,"Professional Experience in Washington, D.C.",3,4000,True,,,
PSYC 3201,Introductory Social Psychology,3,3000,True,,,
PSYC 4420,Health Psychology,3,4000,True,,,
PURE 3986,Internship in Public Relations,3,3000,True,,,
SOCI 3700,"Social Movements, Protest and Change",3,3000,True,,,
SOCI 3986,Internship and Seminar in Sociology,3,3000,True,,,
SOCI 4986,Advanced Internship and Seminar in Sociology,0,4000,True,S/U grade assessment.,,
SOWJ 3170,Policy and Practice for Children Impacted by Incarceration,3,3000,True,,,
SOWJ 3400,Advocacy and Social Change: Theory and Practice,3,3000,True,,,
SOWJ 3986,Internship in Social Welfare and Justice,0,3000,True,S/U grade assessment.,,
SOWJ 4700,Global Aid and Humanitarianism,3,4000,True,,,
SOWJ 4986,Advanced Internship in Social Welfare and Justice,0,4000,True,S/U grade assessment.,,
SPAN 4150,Spanish in the United States,3,4000,True,,,
THAR 3620,Multicultural Playwrights,3,3000,True,,,
THAR 4986,Internship in Theatre Arts,3,4000,True,,,
THEO 2500,Theologies of Nonviolence,3,2000,True,,,
THEO 3250,Contemplation and Action,3,3000,True,,,
THEO 3350,Christian-Muslim Dialogue,3,3000,True,,,
THEO 3355,Sikh-Muslim Dialogue,3,3000,True,,,
THEO 3600,Theology Engaging Culture,3,3000,True,,,
THEO 4270,The Many Faces of U.S. Catholicism,3,4000,True,,,
THEO 4400,Christian Faith and Justice 1,3,4000,True,,,
THEO 4520,The Jewish People: Communities of Thought and Practice,3,4000,True,,,
ADPR 2200,Media Writing,3,2000,True,,,
ANTH 2101,Cultural Anthropology,3,2000,True,,,
ARBC 3210,Arabic Literature in English Translation,3,3000,True,,,
BIOL 4102,Experimental Molecular Biology,3,4000,True,,,
BIOL 4202,Experimental Genetics,3,4000,True,,,
BIOL 4302,Experimental Cell Biology,3,4000,True,,,
BIOL 4402,Experimental Ecology and Field Biology,3,4000,True,,,
BIOL 4403,Tropical Ecology in Panama,3,4000,True,,,
BIOL 4502,Experimental Neurobiology,3,4000,True,,,
BIOL 4702,Experimental Physiology,3,4000,True,,,
BIOL 4802,Experimental Microbiology,3,4000,True,,,
BISC 4325,Endocrinology,3,4000,True,,,
CCOM 3250,Corporate Writing,3,3000,True,,,
CMST 3000,Theories in Communication Studies,3,3000,True,,,
CMST 4997,Communication and Contemporary Issues,3,4000,True,,,
CRLS 3050,Methods of Criminological Research,3,3000,True,,,
EDUC 4000,Educational Inquiry 2: Advanced Topics,3,4000,True,,,
EDUC 4540,Philosophy of Education,3,4000,True,,,
ELEN 3025,Electrical Instrumentation Laboratory,2,3000,True,,,
ENGL 2011,Books that Matter,3,2000,True,,,
ENGL 2012,Well Versed,3,2000,True,,,
ENGL 3000,Introduction to Literary Studies,3,3000,True,,,
ENGL 3210,Writing Practices and Processes,3,3000,True,,,
ENGL 3211,"Writing, Literacy, and Rhetoric Studies",3,3000,True,,,
ENGL 3220,Writing for Workplaces,3,3000,True,,,
ENGL 3221,Technical Writing,3,3000,True,,,
ENGL 3222,Writing for Health and Medicine,3,3000,True,,,
ENGL 3240,Introduction to Creative Writing,3,3000,True,,,
ENGL 3241,Crafting the Short Story,3,3000,True,,,
ENGL 3242,Writing Science Fiction and Fantasy,3,3000,True,,,
ENGL 3301,Here Be Monsters,3,3000,True,,,
ENGL 3302,Crossing Over,3,3000,True,,,
ENGL 3410,Drama,3,3000,True,,,
ENGL 3462,Gothic Fiction,3,3000,True,,,
ENGL 3513,Modern Irish Literature,3,3000,True,,,
ENGL 3514,Contemporary Irish Literature,3,3000,True,,,
ENGL 3517,Memory and Forgetting in Contemporary Historical Fiction,3,3000,True,,,
ENGL 3730,What Is a Book?,3,3000,True,,,
ENGL 3734,The Epic,3,3000,True,,,
ENGL 3738,Poetry,3,3000,True,,,
ENGL 3751,The Art of War,3,3000,True,,,
ENGL 3756,The Jury Project,3,3000,True,,,
ENGL 3761,Medicine and Literature,3,3000,True,,,
ENGL 3762,Disability and Literature,3,3000,True,,,
ENGL 3766,Environmental Protection,3,3000,True,,,
ENGL 3785,"LGBTQ+ Narratives: Literature, Film, Theory",3,3000,True,,,
ENGL 3786,Women Writers,3,3000,True,,,
ENGL 3841,Global Hip Hop,3,3000,True,,,
ENGL 3860,The Russian Novel and the Search for Meaning,3,3000,True,,,
ENGL 4000,The Career Class,3,4000,True,,,
ENGL 4220,Rhetorical Theories and Practices,3,4000,True,,,
ENGL 4250,Creative Writing: Fiction,3,4000,True,,,
ENGL 4260,Creative Writing: Poetry,3,4000,True,,,
ENGL 4270,Creative Writing: Nonfiction,3,4000,True,,,
ENGL 4303,Studies in the Medieval Imagination,3,4000,True,,,
ENGL 4311,Themes in Medieval Literature,3,4000,True,,,
ENGL 4331,Shakespeare,3,4000,True,,,
ENGL 4402,The Novel to 1900,3,4000,True,,,
ENGL 4412,"Transatlantic Literature, 1700-1900",3,4000,True,,,
ENGL 4422,British Literature of the Long 18th Century,3,4000,True,,,
ENGL 4423,Legal Fictions of the Enlightenment,3,4000,True,,,
ENGL 4472,"British Literature of the Victorian Period, 1837-1900",3,4000,True,,,
ENGL 4616,Moby-Dick,3,4000,True,,,
ENGL 4715,Children's Literature,3,4000,True,,,
ENGL 4755,Law and Literature,3,4000,True,,,
ENGL 4830,Africana Literatures,3,4000,True,,,
ENGL 4932,Topics in Writing,3,4000,True,,,
ENGL 4954,Seminar in Creative Writing,3,4000,True,,,
ENGL 4997,Capstone,3,4000,True,,,
EXPH 4020,Clinical Case Management in Exercise Science,3,4000,True,,,
FILM 2600,Writing About Film,3,2000,True,,,
FREN 4110,Advanced Grammar and Written Expression in French,3,4000,True,,,
FREN 4270,French Holocaust Writings in English Translation,3,4000,True,,,
FREN 4280,Creative Writing in French,3,4000,True,,,
GEEN 2961,E-Lead 1: Foundations of Leadership and Individual Development,2,2000,True,,,
GRMN 3500,The Modern German Short Story,3,3000,True,,,
GRMN 3505,The Modern German Short Story in English,3,3000,True,,,
HIST 1301,History of Latin America,3,1000,True,,,
HIST 3104,The Civil War Era,3,3000,True,,,
HIST 4210,The Black Death,3,4000,True,,,
HIST 4460,Race and History of South Africa,3,4000,True,,,
HIST 4955,Undergraduate Seminar in History,3,4000,True,,,
INCG 4997,Capstone in Cognitive Science,3,4000,True,,,
JOUR 4150,Investigative Reporting,3,4000,True,,,
NURS 4000,Quality and Safety in Nursing,3,4000,True,,,
PHIL 3505,Philosophy and Film,3,3000,True,,,
PHIL 3610,Ancient Philosophy,3,3000,True,,,
PHIL 4540,Philosophy of Education,3,4000,True,,,
PHIL 4954,Writing-Intensive Seminar in Philosophy,3,4000,True,,,
POSC 3101,Writing and Argumentation in Political Science,3,3000,True,,,
POSC 4217,Research and Writing for Public Policy,1,4000,True,Catalog credits range: 1-3.,,
PURE 3600,Public Relations Writing,3,3000,True,,,
SOCI 3050,Methods of Social Research,3,3000,True,,,
SPAN 3500,"Texts, Images and Critical Thinking in Spanish",3,3000,True,,,
SPAN 3505,"Texts, Images, and Critical Thinking in Spanish for Heritage and Native Speakers",3,3000,True,,,
SPAN 4700,Creative Writing in Spanish,3,4000,True,,,
THAR 4600,Playwriting,3,4000,True,,,
THEO 3130,Miracles,3,3000,True,,,
THEO 3280,The Life and Teachings of Saint Ignatius of Loyola,3,3000,True,,,
THEO 3530,Theology and Economics,3,3000,True,,,
THEO 4210,History and Theology of the Christian East,3,4000,True,,,
THEO 4300,The Question of God in a Secular Age,3,4000,True,,,
THEO 4460,"Religion, Science and Ethics",3,4000,True,,,
